sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibB_40682_r1	RDH11	66015	71077	66015	71077	0.1066	1.2814e+07	1.5054e+07	1.3047	0.90401	0.095989	0.19198	0.36401	True
HGLibA_10664_r1	COMMD4	1.0164e+05	1.0862e+05	1.0164e+05	1.0862e+05	0.095786	2.4343e+07	2.8599e+07	1.3047	0.90401	0.09599	0.19198	0.36401	True
HGLibA_57372_r2	hsa-mir-1244-3	28552	31257	28552	31257	0.13062	3.6608e+06	4.3317e+06	1.3001	0.90322	0.096785	0.19357	0.36671	True
HGLibB_49583_r1	TLR10	50045	54146	50045	54146	0.11362	8.4076e+06	9.9737e+06	1.2984	0.90293	0.097068	0.19414	0.36711	True
HGLibA_54843_r2	ZBTB22	1.1034e+05	1.0296e+05	1.1034e+05	1.0296e+05	-0.099882	2.7237e+07	3.2312e+07	1.2984	0.097076	0.90292	0.19415	0.36711	False
HGLibB_49137_r0	TFRC	12866	14360	12866	14360	0.15856	1.1172e+06	1.3261e+06	1.298	0.90286	0.097138	0.19428	0.36711	True
HGLibB_23552_r0	IRF3	22659	24933	22659	24933	0.13798	2.5858e+06	3.0727e+06	1.2973	0.90274	0.097257	0.19451	0.36725	True
HGLibB_57650_r1	NonTargetingControlGuideForHuman_0622	90115	83780	90115	83780	-0.10517	2.0069e+07	2.3912e+07	1.2956	0.097555	0.90245	0.19511	0.36806	False
HGLibA_45728_r2	SMIM13	1.043e+05	1.1134e+05	1.043e+05	1.1134e+05	0.094163	2.4744e+07	2.9719e+07	1.2904	0.90155	0.09845	0.1969	0.37082	True
HGLibB_51501_r0	TRIM60	1.6158e+05	1.7133e+05	1.6158e+05	1.7133e+05	0.084454	4.7448e+07	5.6988e+07	1.2904	0.90155	0.098452	0.1969	0.37082	True
HGLibB_27632_r0	LY6H	58646	63217	58646	63217	0.10827	1.0446e+07	1.2625e+07	1.2864	0.90085	0.099151	0.1983	0.37314	True
HGLibA_30454_r2	MTOR	86721	92808	86721	92808	0.097854	1.8521e+07	2.2585e+07	1.2807	0.89984	0.10016	0.20031	0.3766	True
HGLibB_57295_r1	NonTargetingControlGuideForHuman_0267	1.5576e+05	1.4637e+05	1.5576e+05	1.4637e+05	-0.089751	4.4131e+07	5.3961e+07	1.2789	0.10046	0.89954	0.20092	0.37742	False
HGLibB_21854_r0	HOOK3	35704	32569	35704	32569	-0.13258	4.9137e+06	6.0381e+06	1.2758	0.10102	0.89898	0.20204	0.37894	False
HGLibB_57454_r1	NonTargetingControlGuideForHuman_0426	1.3371e+05	1.2534e+05	1.3371e+05	1.2534e+05	-0.093205	3.4986e+07	4.2998e+07	1.2757	0.10103	0.89897	0.20207	0.37894	False
HGLibA_04066_r1	BACH1	82619	76794	82619	76794	-0.10548	1.6964e+07	2.1015e+07	1.2706	0.10193	0.89807	0.20386	0.38162	False
HGLibA_28632_r1	MCMBP	63955	59140	63955	59140	-0.11291	1.1589e+07	1.4361e+07	1.2704	0.10197	0.89803	0.20393	0.38162	False
HGLibA_49642_r0	TLR10	34897	31828	34897	31828	-0.13279	4.7084e+06	5.8365e+06	1.2702	0.10201	0.89799	0.20401	0.38162	False
HGLibB_21846_r1	HOOK1	70107	64958	70107	64958	-0.11006	1.3259e+07	1.6462e+07	1.2692	0.10219	0.89781	0.20438	0.38199	False
HGLibA_30724_r0	MYH3	13013	11542	13013	11542	-0.17304	1.0818e+06	1.3487e+06	1.2666	0.10266	0.89734	0.20531	0.38341	False
HGLibA_36587_r2	PIGT	1.0089e+05	94162	1.0089e+05	94162	-0.099593	2.2646e+07	2.8286e+07	1.2654	0.10286	0.89714	0.20573	0.38387	False
HGLibB_28450_r0	MBD5	55172	50878	55172	50878	-0.11691	9.2228e+06	1.153e+07	1.2648	0.10296	0.89704	0.20593	0.38392	False
HGLibA_63732_r0	hsa-mir-6887	14954	13326	14954	13326	-0.16627	1.325e+06	1.6578e+06	1.2643	0.10306	0.89694	0.20612	0.38394	False
HGLibB_36839_r1	PLA2G2A	54070	58297	54070	58297	0.10857	8.9303e+06	1.1189e+07	1.2634	0.89678	0.10322	0.20643	0.38422	True
HGLibA_12483_r0	DCDC2	5738.3	6535.7	5738.3	6535.7	0.1877	3.1795e+05	4.0045e+05	1.2601	0.89619	0.10381	0.20762	0.38568	True
HGLibA_03264_r1	ASCC3	78196	72651	78196	72651	-0.1061	1.5371e+07	1.9364e+07	1.26	0.10384	0.89616	0.20767	0.38568	False
HGLibA_60723_r2	hsa-mir-4654	82134	87884	82134	87884	0.097609	1.6528e+07	2.0832e+07	1.2597	0.89611	0.10389	0.20779	0.38568	True
HGLibA_41098_r0	RGS5	96843	1.0334e+05	96843	1.0334e+05	0.093674	2.1104e+07	2.6614e+07	1.2593	0.89604	0.10396	0.20792	0.38568	True
HGLibA_29054_r0	MFAP5	16614	18366	16614	18366	0.14461	1.5343e+06	1.9383e+06	1.2582	0.89585	0.10415	0.20831	0.38609	True
HGLibA_61072_r0	hsa-mir-4744	21505	19384	21505	19384	-0.14979	2.2489e+06	2.8432e+06	1.2577	0.10424	0.89576	0.20848	0.38609	False
HGLibA_19831_r1	GPN3	1.2271e+05	1.1498e+05	1.2271e+05	1.1498e+05	-0.09385	2.9864e+07	3.7845e+07	1.2563	0.10451	0.89549	0.20902	0.38675	False
HGLibB_49806_r1	TMEM108	97883	1.0441e+05	97883	1.0441e+05	0.093174	2.1322e+07	2.704e+07	1.2558	0.89541	0.10459	0.20918	0.38675	True
HGLibA_52102_r1	TTC3	54318	50117	54318	50117	-0.11613	8.8249e+06	1.1265e+07	1.2517	0.10534	0.89466	0.21069	0.38902	False
HGLibB_23648_r0	ISOC1	79982	74381	79982	74381	-0.10473	1.5682e+07	2.0025e+07	1.2515	0.10538	0.89462	0.21076	0.38902	False
HGLibA_43599_r0	SERPINI1	2.1323e+05	2.0165e+05	2.1323e+05	2.0165e+05	-0.080605	6.713e+07	8.6095e+07	1.2488	0.10587	0.89413	0.21175	0.39043	False
HGLibB_57446_r0	NonTargetingControlGuideForHuman_0418	75107	80438	75107	80438	0.098937	1.4212e+07	1.8238e+07	1.2484	0.89406	0.10594	0.21188	0.39043	True
HGLibB_57975_r2	NonTargetingControlGuideForHuman_0947	57621	61996	57621	61996	0.10558	9.5706e+06	1.2298e+07	1.2476	0.8939	0.1061	0.2122	0.3906	True
HGLibA_25176_r0	KLHL3	1.5813e+05	1.674e+05	1.5813e+05	1.674e+05	0.082146	4.2921e+07	5.5186e+07	1.2472	0.89384	0.10616	0.21232	0.3906	True
HGLibA_10664_r0	COMMD4	1.6522e+05	1.7475e+05	1.6522e+05	1.7475e+05	0.080907	4.5413e+07	5.8904e+07	1.2417	0.89283	0.10717	0.21433	0.39393	True
HGLibA_19075_r2	GIMAP2	63622	68307	63622	68307	0.10252	1.0977e+07	1.425e+07	1.2412	0.89274	0.10726	0.21452	0.39393	True
HGLibA_23631_r0	IRX2	47006	50747	47006	50747	0.11046	6.9956e+06	9.0869e+06	1.2408	0.89267	0.10733	0.21466	0.39393	True
HGLibA_34590_r2	ORAI1	1.1108e+05	1.1816e+05	1.1108e+05	1.1816e+05	0.089169	2.5078e+07	3.2635e+07	1.2397	0.89246	0.10754	0.21508	0.39438	True
HGLibB_27581_r1	LUC7L	1.0772e+05	1.1464e+05	1.0772e+05	1.1464e+05	0.089795	2.3927e+07	3.1179e+07	1.2389	0.89231	0.10769	0.21539	0.39442	True
HGLibA_16360_r1	FAM192A	61705	66275	61705	66275	0.10309	1.0446e+07	1.3616e+07	1.2387	0.89227	0.10773	0.21546	0.39442	True
HGLibA_41358_r0	RLN3	53571	49463	53571	49463	-0.11511	8.4386e+06	1.1036e+07	1.2367	0.10811	0.89189	0.21622	0.39548	False
HGLibA_64101_r2	hsa-mir-8066	28492	31059	28492	31059	0.12448	3.2964e+06	4.3182e+06	1.2356	0.8917	0.1083	0.2166	0.39586	True
HGLibB_48828_r0	TDO2	23320	25531	23320	25531	0.13068	2.4442e+06	3.2069e+06	1.2346	0.89152	0.10848	0.21696	0.39614	True
HGLibB_47889_r1	SYK	59086	63495	59086	63495	0.10382	9.7192e+06	1.2766e+07	1.2339	0.89139	0.10861	0.21722	0.39614	True
HGLibB_13245_r2	DIRAS3	38769	41992	38769	41992	0.11521	5.1941e+06	6.8245e+06	1.2338	0.89136	0.10864	0.21729	0.39614	True
HGLibA_21140_r2	HEPACAM2	81690	87297	81690	87297	0.095758	1.5715e+07	2.0665e+07	1.2333	0.89126	0.10874	0.21748	0.39616	True
HGLibB_47835_r1	SVOP	46671	50365	46671	50365	0.10989	6.8219e+06	8.9908e+06	1.2319	0.891	0.109	0.21799	0.39677	True
HGLibA_10496_r1	COL10A1	60219	64671	60219	64671	0.1029	9.911e+06	1.3132e+07	1.2286	0.89039	0.10961	0.21922	0.39868	True
HGLibB_50460_r1	TMEM81	1.532e+05	1.4429e+05	1.532e+05	1.4429e+05	-0.086449	3.97e+07	5.2647e+07	1.2281	0.10971	0.89029	0.21942	0.39872	False
HGLibB_45674_r0	SMIM13	58287	62623	58287	62623	0.10352	9.4016e+06	1.251e+07	1.226	0.88989	0.11011	0.22021	0.39983	True
HGLibA_28177_r1	MAP3K19	50697	46790	50697	46790	-0.11569	7.6314e+06	1.0167e+07	1.2252	0.11025	0.88975	0.22049	0.40001	False
HGLibA_42705_r0	SAMHD1	20816	18801	20816	18801	-0.1469	2.0307e+06	2.7091e+06	1.2244	0.1104	0.8896	0.2208	0.40025	False
HGLibA_33174_r0	NXT1	44172	47689	44172	47689	0.11053	6.1851e+06	8.2846e+06	1.2219	0.88914	0.11086	0.22173	0.4016	True
HGLibA_63475_r0	hsa-mir-6824	57891	53606	57891	53606	-0.11095	9.1812e+06	1.2384e+07	1.2177	0.11168	0.88832	0.22335	0.40416	False
HGLibA_19570_r2	GNPNAT1	58457	62771	58457	62771	0.10274	9.3087e+06	1.2565e+07	1.2173	0.88825	0.11175	0.2235	0.40416	True
HGLibA_63472_r1	hsa-mir-6824	1.1708e+05	1.0985e+05	1.1708e+05	1.0985e+05	-0.091939	2.6123e+07	3.529e+07	1.2167	0.11185	0.88815	0.2237	0.40418	False
HGLibA_58398_r2	hsa-mir-296	78541	83895	78541	83895	0.095138	1.4333e+07	1.9491e+07	1.2127	0.88738	0.11262	0.22524	0.40664	True
HGLibB_16939_r0	FBN3	2.2764e+05	2.3944e+05	2.2764e+05	2.3944e+05	0.072908	6.9618e+07	9.4889e+07	1.2113	0.88712	0.11288	0.22576	0.40725	True
HGLibB_57071_r1	NonTargetingControlGuideForHuman_0043	1.2755e+05	1.3521e+05	1.2755e+05	1.3521e+05	0.08413	2.9333e+07	4.0088e+07	1.2097	0.88681	0.11319	0.22639	0.40805	True
HGLibA_16359_r1	FAM192A	62606	58097	62606	58097	-0.10784	1.0166e+07	1.3913e+07	1.2088	0.11336	0.88664	0.22672	0.40832	False
HGLibA_43086_r1	SCYL1	27481	25037	27481	25037	-0.1344	2.9878e+06	4.0927e+06	1.2083	0.11346	0.88654	0.22692	0.40834	False
HGLibB_31556_r1	NEDD1	8466.3	7451.3	8466.3	7451.3	-0.18423	5.1517e+05	7.1278e+05	1.2023	0.11462	0.88538	0.22925	0.4122	False
HGLibA_43551_r1	SERPINB3	47097	50722	47097	50722	0.10698	6.5705e+06	9.1129e+06	1.2008	0.88509	0.11491	0.22981	0.41288	True
HGLibA_30520_r0	MUC1	21084	23078	21084	23078	0.13035	1.9876e+06	2.7611e+06	1.1999	0.88491	0.11509	0.23018	0.41321	True
HGLibA_40226_r0	RAP1GAP	1.4097e+05	1.4914e+05	1.4097e+05	1.4914e+05	0.081234	3.3339e+07	4.652e+07	1.1972	0.88439	0.11561	0.23123	0.41475	True
HGLibA_60723_r0	hsa-mir-4654	70467	75338	70467	75338	0.096439	1.1866e+07	1.6588e+07	1.1961	0.88417	0.11583	0.23166	0.41519	True
HGLibB_43567_r1	SESN1	15242	13682	15242	13682	-0.15576	1.2168e+06	1.7054e+06	1.1945	0.11613	0.88387	0.23226	0.41564	False
HGLibB_57258_r0	NonTargetingControlGuideForHuman_0230	1.5858e+05	1.6747e+05	1.5858e+05	1.6747e+05	0.078713	3.9536e+07	5.5418e+07	1.1945	0.88386	0.11614	0.23228	0.41564	True
HGLibB_26263_r1	LENG8	41858	45159	41858	45159	0.10952	5.4495e+06	7.6478e+06	1.1938	0.88372	0.11628	0.23256	0.41581	True
HGLibB_57770_r0	NonTargetingControlGuideForHuman_0742	30627	33241	30627	33241	0.11817	3.4172e+06	4.8076e+06	1.1923	0.88343	0.11657	0.23314	0.41632	True
HGLibB_51501_r2	TRIM60	1.2137e+05	1.2864e+05	1.2137e+05	1.2864e+05	0.083972	2.6455e+07	3.7232e+07	1.1921	0.88339	0.11661	0.23322	0.41632	True
HGLibB_48355_r1	TAS2R46	1.0171e+05	1.0809e+05	1.0171e+05	1.0809e+05	0.087691	2.0315e+07	2.8629e+07	1.1913	0.88323	0.11677	0.23353	0.41654	True
HGLibB_40705_r1	RDM1	65027	60461	65027	60461	-0.10504	1.0427e+07	1.4721e+07	1.1902	0.11698	0.88302	0.23396	0.41697	False
HGLibA_19566_r1	GNPDA1	56675	52558	56675	52558	-0.1088	8.4742e+06	1.2e+07	1.1885	0.11733	0.88267	0.23465	0.41764	False
HGLibB_46880_r2	SRCRB4D	1.3288e+05	1.2513e+05	1.3288e+05	1.2513e+05	-0.086767	3.008e+07	4.2604e+07	1.1883	0.11736	0.88264	0.23471	0.41764	False
HGLibA_04797_r0	BRF1	9132.7	10192	9132.7	10192	0.15827	5.6081e+05	7.9755e+05	1.1859	0.88217	0.11783	0.23567	0.419	True
HGLibB_55619_r1	ZNF26	57815	61972	57815	61972	0.10017	8.6403e+06	1.236e+07	1.1824	0.88148	0.11852	0.23704	0.42111	True
HGLibA_41387_r2	RNASE1	1.4907e+05	1.4067e+05	1.4907e+05	1.4067e+05	-0.083676	3.5283e+07	5.0551e+07	1.1815	0.1187	0.8813	0.23741	0.42142	False
HGLibB_48241_r1	TANGO6	60189	55914	60189	55914	-0.10629	9.1378e+06	1.3122e+07	1.1801	0.11897	0.88103	0.23794	0.42204	False
HGLibA_34398_r1	OR6C65	55688	51659	55688	51659	-0.10834	8.1164e+06	1.169e+07	1.1784	0.11932	0.88068	0.23865	0.42295	False
HGLibA_47629_r2	STX18	7882.6	8824.9	7882.6	8824.9	0.1629	4.4401e+05	6.4113e+05	1.1769	0.88038	0.11962	0.23924	0.42366	True
HGLibA_40056_r0	RAD17	19015	17205	19015	17205	-0.14431	1.6383e+06	2.3685e+06	1.1762	0.11976	0.88024	0.23952	0.42382	False
HGLibA_33829_r0	OR2L8	31646	29007	31646	29007	-0.12559	3.4805e+06	5.0472e+06	1.1744	0.12012	0.87988	0.24024	0.42477	False
HGLibB_01859_r1	ANAPC1	39162	42248	39162	42248	0.10942	4.7615e+06	6.9274e+06	1.1725	0.8795	0.1205	0.24101	0.42578	True
HGLibA_04288_r0	BCL10	10748	11928	10748	11928	0.15032	6.9669e+05	1.0155e+06	1.1714	0.87928	0.12072	0.24145	0.42622	True
HGLibB_57318_r0	NonTargetingControlGuideForHuman_0290	3.6104e+05	3.7708e+05	3.6104e+05	3.7708e+05	0.062726	1.287e+08	1.8846e+08	1.1687	0.87873	0.12127	0.24254	0.42781	True
HGLibA_13104_r1	DHFR	42860	46137	42860	46137	0.1063	5.3707e+06	7.9216e+06	1.1645	0.87788	0.12212	0.24424	0.43046	True
HGLibB_40677_r2	RD3L	34635	31843	34635	31843	-0.12124	3.8973e+06	5.7716e+06	1.1621	0.1226	0.8774	0.24519	0.4318	False
HGLibA_02180_r0	ANO4	53272	57114	53272	57114	0.10045	7.3778e+06	1.0945e+07	1.1611	0.87721	0.12279	0.24559	0.43216	True
HGLibA_13103_r2	DHFR	18340	20077	18340	20077	0.13052	1.508e+06	2.2447e+06	1.1591	0.8768	0.1232	0.2464	0.43324	True
HGLibA_48301_r0	TANGO6	34399	31638	34399	31638	-0.1207	3.8115e+06	5.7133e+06	1.1551	0.12403	0.87597	0.24805	0.43581	False
HGLibB_54642_r0	YPEL2	1.4895e+05	1.5715e+05	1.4895e+05	1.5715e+05	0.077257	3.357e+07	5.0489e+07	1.1532	0.87558	0.12442	0.24884	0.43677	True
HGLibB_57153_r2	NonTargetingControlGuideForHuman_0125	61168	65394	61168	65394	0.096387	8.931e+06	1.3441e+07	1.1528	0.8755	0.1245	0.24899	0.43677	True
HGLibB_57585_r1	NonTargetingControlGuideForHuman_0557	82982	88269	82982	88269	0.089095	1.3972e+07	2.1153e+07	1.1494	0.8748	0.1252	0.25039	0.43888	True
HGLibB_50458_r0	TMEM81	60661	64846	60661	64846	0.09624	8.7558e+06	1.3275e+07	1.1485	0.87462	0.12538	0.25076	0.43917	True
HGLibB_06954_r2	CACYBP	39788	36736	39788	36736	-0.11515	4.6585e+06	7.0927e+06	1.1461	0.12587	0.87413	0.25175	0.4404	False
HGLibB_18940_r1	GFRA1	1.6568e+05	1.7449e+05	1.6568e+05	1.7449e+05	0.074767	3.8831e+07	5.9149e+07	1.1459	0.87407	0.12593	0.25185	0.4404	True
HGLibB_58026_r2	NonTargetingControlGuideForHuman_0998	33911	36620	33911	36620	0.11086	3.6683e+06	5.5933e+06	1.1453	0.87395	0.12605	0.25209	0.44047	True
HGLibB_21848_r0	HOOK1	39280	36262	39280	36262	-0.11536	4.556e+06	6.9586e+06	1.1443	0.12625	0.87375	0.25249	0.44082	False
HGLibB_29012_r0	MFAP5	52745	56497	52745	56497	0.099147	7.04e+06	1.0784e+07	1.1427	0.87341	0.12659	0.25318	0.44168	True
HGLibA_43620_r2	SESN1	63532	59245	63532	59245	-0.10079	9.1893e+06	1.422e+07	1.1369	0.1278	0.8722	0.2556	0.44555	False
HGLibB_41336_r1	RNASE1	57774	61752	57774	61752	0.096065	7.9126e+06	1.2347e+07	1.1321	0.87121	0.12879	0.25759	0.44824	True
HGLibB_24909_r0	KIF4A	1.3954e+05	1.472e+05	1.3954e+05	1.472e+05	0.077118	2.9352e+07	4.5816e+07	1.1319	0.87117	0.12883	0.25766	0.44824	True
HGLibB_36745_r2	PKD1L1	46615	50005	46615	50005	0.10127	5.7452e+06	8.9748e+06	1.1315	0.87108	0.12892	0.25784	0.44824	True
HGLibB_57258_r2	NonTargetingControlGuideForHuman_0230	76306	81194	76306	81194	0.089581	1.1948e+07	1.8672e+07	1.1312	0.87102	0.12898	0.25795	0.44824	True
HGLibB_29888_r1	MRPL22	73636	78392	73636	78392	0.09029	1.1309e+07	1.7709e+07	1.1301	0.87078	0.12922	0.25843	0.4486	True
HGLibB_47408_r2	STK17B	27295	29569	27295	29569	0.11541	2.584e+06	4.0516e+06	1.1294	0.87064	0.12936	0.25872	0.4486	True
HGLibB_16338_r1	FAM192A	54549	50746	54549	50746	-0.10424	7.2292e+06	1.1337e+07	1.1293	0.12938	0.87062	0.25876	0.4486	False
HGLibB_57744_r0	NonTargetingControlGuideForHuman_0716	1214.4	1440.4	1214.4	1440.4	0.2461	25550	40312	1.1259	0.86989	0.13011	0.26022	0.45077	True
HGLibA_48300_r1	TANGO6	46091	42760	46091	42760	-0.1082	5.5457e+06	8.8251e+06	1.1211	0.13113	0.86887	0.26226	0.45396	False
HGLibB_20350_r1	GRPR	68798	64316	68798	64316	-0.097174	1.0041e+07	1.6007e+07	1.1201	0.13134	0.86866	0.26268	0.45432	False
HGLibB_23069_r2	IL23R	18437	20119	18437	20119	0.12594	1.4145e+06	2.2624e+06	1.1182	0.86826	0.13174	0.26347	0.45535	True
HGLibA_08216_r1	CCT8	15877	14372	15877	14372	-0.14361	1.1317e+06	1.8119e+06	1.1176	0.13186	0.86814	0.26372	0.45543	False
HGLibB_55619_r0	ZNF26	80899	75859	80899	75859	-0.092796	1.2699e+07	2.0368e+07	1.1167	0.13206	0.86794	0.26412	0.45577	False
HGLibA_51247_r2	TRAF3	28337	30640	28337	30640	0.11275	2.6531e+06	4.2834e+06	1.113	0.86715	0.13285	0.2657	0.45813	True
HGLibA_39153_r0	PSMD11	91688	97198	91688	97198	0.084201	1.5183e+07	2.4535e+07	1.1125	0.86704	0.13296	0.26593	0.45817	True
HGLibB_23648_r2	ISOC1	1.0138e+05	1.0731e+05	1.0138e+05	1.0731e+05	0.081963	1.7561e+07	2.8489e+07	1.1103	0.86657	0.13343	0.26686	0.45942	True
HGLibA_62853_r1	hsa-mir-6500	82857	87941	82857	87941	0.085896	1.2919e+07	2.1105e+07	1.1064	0.86573	0.13427	0.26853	0.46194	True
HGLibB_16637_r0	FAM63A	11575	12752	11575	12752	0.1397	6.9271e+05	1.1336e+06	1.1055	0.86553	0.13447	0.26894	0.46196	True
HGLibA_26588_r2	LINGO2	1.044e+05	1.1043e+05	1.044e+05	1.1043e+05	0.081019	1.8185e+07	2.9761e+07	1.1055	0.86552	0.13448	0.26896	0.46196	True
HGLibA_33196_r2	OARD1	29076	31405	29076	31405	0.11113	2.7107e+06	4.4506e+06	1.1037	0.86514	0.13486	0.26973	0.46293	True
HGLibA_54609_r1	XRRA1	29219	31550	29219	31550	0.11071	2.7158e+06	4.4831e+06	1.1007	0.86449	0.13551	0.27102	0.46478	True
HGLibB_38904_r0	PRSS50	1.1911e+05	1.125e+05	1.1911e+05	1.125e+05	-0.08242	2.1873e+07	3.6207e+07	1.0992	0.13584	0.86416	0.27168	0.46557	False
HGLibB_57624_r1	NonTargetingControlGuideForHuman_0596	76221	80958	76221	80958	0.086993	1.1222e+07	1.8641e+07	1.0973	0.86374	0.13626	0.27253	0.46665	True
HGLibA_29053_r1	MFAP5	54328	50648	54328	50648	-0.10117	6.7684e+06	1.1268e+07	1.096	0.13653	0.86347	0.27306	0.4672	False
HGLibB_19537_r2	GNPDA1	61782	65819	61782	65819	0.091314	8.1482e+06	1.3642e+07	1.093	0.8628	0.1372	0.2744	0.46914	True
HGLibB_27573_r0	LTN1	49901	46466	49901	46466	-0.1029	5.9006e+06	9.9311e+06	1.0901	0.13784	0.86216	0.27567	0.47095	False
HGLibB_57153_r0	NonTargetingControlGuideForHuman_0125	79242	74403	79242	74403	-0.090902	1.1708e+07	1.9751e+07	1.0888	0.13811	0.86189	0.27623	0.47153	False
HGLibB_13245_r1	DIRAS3	85416	90531	85416	90531	0.083894	1.3078e+07	2.2082e+07	1.0884	0.86178	0.13822	0.27644	0.47153	True
HGLibA_30454_r0	MTOR	92008	97409	92008	97409	0.082282	1.4581e+07	2.4663e+07	1.0874	0.86157	0.13843	0.27687	0.47179	True
HGLibB_47890_r0	SYK	44983	41813	44983	41813	-0.10545	5.0265e+06	8.5118e+06	1.0868	0.13857	0.86143	0.27714	0.47179	False
HGLibB_23598_r2	IRX2	38780	41620	38780	41620	0.10193	4.0304e+06	6.8274e+06	1.0866	0.86139	0.13861	0.27722	0.47179	True
HGLibB_57212_r2	NonTargetingControlGuideForHuman_0184	96694	1.0229e+05	96694	1.0229e+05	0.081105	1.5633e+07	2.6554e+07	1.0851	0.86107	0.13893	0.27787	0.47243	True
HGLibB_07340_r0	CAST	1354.8	1118.8	1354.8	1118.8	-0.27595	27858	47372	1.0845	0.13907	0.86093	0.27815	0.47243	False
HGLibA_07723_r1	CCDC181	51473	47977	51473	47977	-0.10149	6.1133e+06	1.04e+07	1.0843	0.13912	0.86088	0.27824	0.47243	False
HGLibA_20734_r2	H1F0	1.8316e+05	1.9214e+05	1.8316e+05	1.9214e+05	0.069004	4.0264e+07	6.867e+07	1.0829	0.86057	0.13943	0.27885	0.47311	True
HGLibB_57256_r2	NonTargetingControlGuideForHuman_0228	1.3765e+05	1.4489e+05	1.3765e+05	1.4489e+05	0.073985	2.6233e+07	4.4899e+07	1.081	0.86015	0.13985	0.2797	0.4742	True
HGLibA_15957_r2	FAHD2A	50909	54358	50909	54358	0.094548	5.9451e+06	1.0231e+07	1.0781	0.8595	0.1405	0.28101	0.47605	True
HGLibB_57826_r2	NonTargetingControlGuideForHuman_0798	1.2075e+05	1.1421e+05	1.2075e+05	1.1421e+05	-0.080318	2.1377e+07	3.6949e+07	1.0757	0.14103	0.85897	0.28207	0.47747	False
HGLibA_32027_r0	NKX1-2	1.9618e+05	1.8682e+05	1.9618e+05	1.8682e+05	-0.070539	4.3819e+07	7.6056e+07	1.0734	0.14154	0.85846	0.28307	0.47847	False
HGLibA_29930_r2	MRPL22	85034	80007	85034	80007	-0.087919	1.2637e+07	2.1935e+07	1.0734	0.14154	0.85846	0.28308	0.47847	False
HGLibA_15957_r1	FAHD2A	86685	91782	86685	91782	0.082425	1.2989e+07	2.2571e+07	1.0728	0.85832	0.14168	0.28335	0.47856	True
HGLibB_40677_r1	RD3L	55968	52293	55968	52293	-0.097981	6.7526e+06	1.1778e+07	1.0708	0.14212	0.85788	0.28425	0.47956	False
HGLibB_27512_r2	LSM7	37732	34992	37732	34992	-0.10879	3.7562e+06	6.555e+06	1.0705	0.14219	0.85781	0.28438	0.47956	False
HGLibA_23228_r2	IMMP1L	36415	39078	36415	39078	0.10182	3.5455e+06	6.2179e+06	1.0679	0.85722	0.14278	0.28557	0.48121	True
HGLibA_12188_r0	CYP4F2	1.0164e+05	95943	1.0164e+05	95943	-0.083271	1.6249e+07	2.86e+07	1.066	0.14322	0.85678	0.28643	0.48207	False
HGLibA_40742_r2	RDH14	3.1481e+05	3.016e+05	3.1481e+05	3.016e+05	-0.061862	8.7301e+07	1.5371e+08	1.0658	0.14326	0.85674	0.28651	0.48207	False
HGLibB_23142_r0	IL4R	85204	90196	85204	90196	0.082141	1.246e+07	2.2e+07	1.0643	0.8564	0.1436	0.2872	0.4828	True
HGLibB_49655_r1	TM7SF2	1.1322e+05	1.1939e+05	1.1322e+05	1.1939e+05	0.076488	1.9002e+07	3.3577e+07	1.0639	0.85631	0.14369	0.28738	0.4828	True
HGLibA_01955_r0	ANKFN1	1.4881e+05	1.5636e+05	1.4881e+05	1.5636e+05	0.071395	2.8497e+07	5.0417e+07	1.0632	0.85616	0.14384	0.28768	0.48294	True
HGLibA_56284_r0	ZNF573	43987	40938	43987	40938	-0.10362	4.6465e+06	8.233e+06	1.0624	0.14402	0.85598	0.28804	0.48318	False
HGLibB_57305_r0	NonTargetingControlGuideForHuman_0277	3.6046e+05	3.7496e+05	3.6046e+05	3.7496e+05	0.056895	1.0511e+08	1.8801e+08	1.0574	0.85484	0.14516	0.29031	0.48644	True
HGLibB_01652_r0	ALKBH4	29108	31340	29108	31340	0.10659	2.4911e+06	4.4577e+06	1.0572	0.85479	0.14521	0.29042	0.48644	True
HGLibA_43914_r0	SH3BGR	35245	32676	35245	32676	-0.10918	3.2995e+06	5.9233e+06	1.0555	0.1456	0.8544	0.2912	0.48738	False
HGLibB_57906_r1	NonTargetingControlGuideForHuman_0878	59705	55908	59705	55908	-0.094776	7.2056e+06	1.2966e+07	1.0543	0.14588	0.85412	0.29175	0.48794	False
HGLibA_29931_r1	MRPL22	16313	14868	16313	14868	-0.13381	1.0441e+06	1.8863e+06	1.0521	0.14637	0.85363	0.29273	0.48921	False
HGLibB_42673_r1	SAP30BP	30026	32295	30026	32295	0.1051	2.5745e+06	4.6683e+06	1.0502	0.85319	0.14681	0.29361	0.49009	True
HGLibB_27581_r2	LUC7L	70654	74940	70654	74940	0.084945	9.1809e+06	1.6654e+07	1.05	0.85315	0.14685	0.2937	0.49009	True
HGLibB_29187_r0	MICU3	59440	63198	59440	63198	0.088452	7.0626e+06	1.288e+07	1.0472	0.8525	0.1475	0.295	0.49188	True
HGLibA_12186_r2	CYP4F2	1.0851e+05	1.1439e+05	1.0851e+05	1.1439e+05	0.076048	1.7249e+07	3.1521e+07	1.0462	0.85226	0.14774	0.29549	0.49233	True
